City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
282,anadyr,0,RU,1525165200,85,64.73,177.51,19.4,6.71
283,russkaya polyana,68,RU,1525168003,65,53.78,73.88,42.54,14.23
284,morros,75,BR,1525165200,100,-2.87,-44.04,75.2,3.36
285,jieshi,20,CN,1525168003,80,22.82,115.83,80.16,8.97
286,boca do acre,80,BR,1525168004,99,-8.76,-67.39,74.58,2.26
287,xiongyue,92,CN,1525168004,92,40.18,122.12,58.02,4.94
288,saint george,20,GR,1525164600,64,39.45,22.34,73.4,10.29
289,candolim,0,IN,1525168005,77,15.52,73.76,91.59,13.56
290,bintulu,75,MY,1525165200,74,3.17,113.03,87.8,8.05
291,kenora,75,CA,1525166100,79,49.76,-94.48,37.4,12.75
292,hare bay,90,CA,1525166520,100,48.86,-53.99,33.8,6.93
293,whitehorse,90,CA,1525165200,60,60.72,-135.06,39.2,12.75
294,kloulklubed,75,PW,1525164840,79,7.04,134.26,84.2,4.7
295,ambon,0,FR,1525165200,54,47.55,-2.56,53.6,5.82
296,faanui,92,PF,1525167582,100,-16.48,-151.75,82.95,15.46
297,hasaki,0,JP,1525165200,68,35.73,140.83,71.6,8.05
298,isangel,0,VU,1525167582,100,-19.55,169.27,76.38,18.25
299,albemarle,1,US,1525166100,93,35.35,-80.2,51.8,3.38
300,santo antonio do ica,24,BR,1525168009,98,-3.1,-67.94,72.42,2.26
301,fukue,0,JP,1525165200,56,35.03,136.69,73.4,11.41
302,tateyama,75,JP,1525165200,77,36.66,137.31,64.4,4.7
303,tonantins,24,BR,1525168010,98,-2.86,-67.77,72.42,2.26
304,malanje,24,AO,1525168011,65,-9.54,16.35,76.11,4.94
305,chokurdakh,0,RU,1525167557,85,70.62,147.9,18.51,7.52
306,posadas,0,PY,1525165200,88,-27.37,-55.89,73.4,4.7
307,jiexiu,32,CN,1525168012,41,37.02,111.92,67.74,6.96
308,touros,80,BR,1525167669,100,-5.2,-35.46,76.29,9.75
309,brigantine,1,US,1525165200,87,39.41,-74.36,42.8,8.63
310,yashan,92,CN,1525168013,94,30.81,118.02,74.04,3.04
311,puerto madryn,24,AR,1525168013,99,-42.77,-65.04,51.0,16.24
312,babstovo,0,RU,1525167842,21,48.12,132.48,57.57,4.38
313,romitan,0,UZ,1525165200,23,39.93,64.38,73.4,20.8
314,valparaiso,1,US,1525164960,41,41.47,-87.06,60.8,5.82
315,yumen,0,CN,1525167668,24,40.29,97.04,67.2,11.1
316,haliyal,0,IN,1525168015,45,15.33,74.76,96.09,7.18
317,kem,68,UG,1525168016,99,2.68,33.77,75.03,7.96
318,road town,75,VG,1525166160,94,18.42,-64.62,77.0,17.13
319,nhulunbuy,40,AU,1525165200,69,-12.18,136.78,80.6,10.29
320,bermeo,40,ES,1525167000,71,43.42,-2.72,53.6,3.36
321,makakilo city,1,US,1525165020,82,21.35,-158.09,69.8,3.36
322,longyearbyen,75,NO,1525164600,80,78.22,15.63,30.2,1.12
323,seguin,90,US,1525165800,88,29.57,-97.96,69.8,10.29
324,baherden,20,TM,1525168019,73,38.44,57.43,65.22,7.29
325,bilibino,48,RU,1525167596,72,68.06,166.44,24.81,2.37
326,verkhoyansk,44,RU,1525168020,55,67.55,133.39,38.04,7.52
327,aklavik,75,CA,1525165200,55,68.22,-135.01,37.4,3.36
328,srednekolymsk,24,RU,1525168020,67,67.46,153.71,24.0,2.48
329,ixtapa,20,MX,1525164540,88,20.71,-105.21,69.8,2.24
330,kilindoni,36,TZ,1525168021,100,-7.91,39.67,81.6,14.79
331,chimbote,68,PE,1525168021,93,-9.08,-78.59,65.13,5.61
332,dodola,0,BF,1525168023,60,10.12,-3.28,88.98,9.98
333,paamiut,88,GL,1525168023,100,61.99,-49.67,31.38,12.33
334,zhigansk,88,RU,1525167707,64,66.77,123.37,43.53,14.45
335,egvekinot,0,RU,1525168024,87,66.32,-179.17,18.96,4.05
336,tari,8,NG,1525168024,44,12.41,4.49,96.45,13.67
337,gorontalo,68,ID,1525168025,89,0.54,123.06,78.18,1.14
338,bonito,0,BR,1525168025,81,-21.13,-56.49,68.28,1.92
339,kharitonovo,0,RU,1525168025,64,61.4,47.5,44.43,5.61
340,progreso,40,UY,1525165200,67,-34.68,-56.22,59.0,5.82
341,tasiilaq,12,GL,1525164600,53,65.61,-37.64,23.0,3.36
342,ayan,32,TR,1525168027,28,40.67,33.6,72.42,2.48
343,glushkovo,12,RU,1525168027,43,51.34,34.64,78.18,12.44
344,fortuna,20,ES,1525165200,41,38.18,-1.13,62.6,10.29
345,belaya kholunitsa,48,RU,1525167947,56,58.84,50.85,53.61,10.98
346,port hawkesbury,80,CA,1525168028,95,45.62,-61.36,38.31,3.04
347,shenxian,44,CN,1525168028,74,36.24,115.67,72.78,14.45
348,bafoulabe,8,ML,1525168029,22,13.81,-10.83,89.43,6.62
349,salalah,40,OM,1525164600,66,17.01,54.1,89.6,16.11
350,lokosovo,0,RU,1525167696,74,61.13,74.84,28.68,10.54
351,carigara,100,PH,1525168030,94,11.3,124.69,83.85,8.52
352,cap malheureux,75,MU,1525165200,65,-19.98,57.61,82.4,13.87
353,kautokeino,0,NO,1525168031,79,69.01,23.04,33.54,4.27
354,hobyo,92,SO,1525168031,77,5.35,48.53,85.65,13.33
355,port-gentil,40,GA,1525165200,79,-0.72,8.78,86.0,5.82
356,saint-pierre,40,FR,1525167000,70,48.95,4.24,50.0,11.41
357,opunake,0,NZ,1525168033,100,-39.45,173.86,57.3,1.92
358,isla vista,90,US,1525167300,81,34.41,-119.86,57.2,26.08
359,chaman,0,AF,1525168033,14,30.92,66.46,88.44,8.3
360,ikalamavony,0,MG,1525168034,51,-21.17,46.6,74.22,7.85
361,anda,92,CN,1525168034,24,46.41,125.33,60.27,7.96
362,matara,88,PE,1525167665,96,-13.74,-72.9,42.18,2.15
363,port blair,36,IN,1525167585,100,11.67,92.75,86.55,8.97
364,vila franca do campo,20,PT,1525165200,72,37.72,-25.43,62.6,9.17
365,saint-georges,80,CA,1525168036,96,46.12,-70.67,32.37,2.37
366,henties bay,0,NA,1525168036,89,-22.12,14.28,69.36,3.38
367,pacifica,90,US,1525167600,87,37.61,-122.49,51.8,5.82
368,mehamn,0,NO,1525164600,64,71.03,27.85,37.4,10.29
369,samarinda,44,ID,1525168038,91,-0.5,117.14,80.79,2.93
370,lorengau,36,PG,1525167661,100,-2.02,147.27,79.62,3.71
371,rybinsk,0,RU,1525168039,78,58.05,38.83,51.54,11.32
372,katsuura,75,JP,1525165200,56,33.93,134.5,71.6,3.36
373,nuuk,75,GL,1525164600,79,64.17,-51.74,21.2,12.75
374,margate,0,AU,1525165200,39,-43.03,147.26,62.6,10.29
375,powell,1,US,1525166220,54,40.16,-83.08,48.2,4.61
376,temir,92,KZ,1525168040,55,49.14,57.13,65.58,23.17
377,alaca,80,TR,1525168041,30,40.17,34.84,75.3,3.94
378,iquitos,90,PE,1525165200,94,-3.75,-73.25,75.2,1.12
379,gamba,92,CN,1525168041,95,28.28,88.52,29.94,3.38
380,vostok,76,RU,1525168042,28,46.45,135.83,49.74,2.26
381,qinhuangdao,92,CN,1525168042,30,39.94,119.59,67.38,7.07
382,rovaniemi,20,FI,1525166400,45,66.5,25.72,42.8,13.87
383,araouane,0,ML,1525168043,15,18.9,-3.53,81.06,12.21
384,marcovia,8,HN,1525168044,97,13.29,-87.31,78.9,4.05
385,timbo,75,US,1525167300,93,35.87,-92.32,62.6,6.17
386,tual,0,ID,1525168045,97,-5.67,132.75,85.2,10.65
387,kampot,12,KH,1525168045,79,10.62,104.18,85.2,6.62
388,myitkyina,56,MM,1525168046,80,25.38,97.4,76.2,3.71
389,zharkent,88,KZ,1525168046,48,44.17,80.0,57.84,4.38
390,strangnas,75,SE,1525166400,87,59.38,17.03,46.4,10.29
391,bonnyville,75,CA,1525165200,52,54.27,-110.74,44.6,4.7
392,maceio,75,BR,1525165200,100,-9.67,-35.74,71.6,4.7
393,kutum,0,SD,1525168048,13,14.2,24.66,95.91,11.54
394,miri,8,NG,1525168049,67,10.31,9.75,87.09,8.86
395,alyangula,64,AU,1525168049,92,-13.85,136.42,84.21,13.67
396,nouadhibou,8,MR,1525165200,59,20.93,-17.03,66.2,27.51
397,actopan,80,MX,1525168051,91,20.27,-98.94,52.44,2.93
398,hofn,24,IS,1525167637,100,64.25,-15.21,39.3,16.46
399,petropavlovsk-kamchatskiy,75,RU,1525165200,76,53.05,158.65,37.4,4.47
400,grunberg,40,DE,1525166400,57,50.59,8.96,50.0,18.34
401,puerto escondido,20,MX,1525167647,100,15.86,-97.07,84.75,5.06
402,shingu,75,JP,1525165200,82,33.72,135.99,66.2,6.93
403,nome,40,US,1525166100,93,30.04,-94.42,69.8,3.36
404,miragoane,88,HT,1525168054,100,18.44,-73.09,75.93,6.4
405,prince george,90,CA,1525165200,48,53.92,-122.75,44.6,6.93
406,cabinda,64,AO,1525168054,100,-5.56,12.19,81.6,3.6
407,samarai,88,PG,1525167645,100,-10.62,150.67,81.33,18.37
408,hope,90,CA,1525166640,87,49.38,-121.43,50.0,1.92
409,sao gotardo,20,BR,1525168056,82,-19.31,-46.05,58.2,3.71
410,coihaique,0,CL,1525165200,86,-45.58,-72.07,39.2,3.36
411,kourou,90,GF,1525167000,100,5.16,-52.64,75.2,7.29
412,misratah,0,LY,1525168057,85,32.38,15.09,70.08,6.62
413,dariba,64,IN,1525168057,20,24.95,74.13,102.84,8.41
414,kuching,75,MY,1525165200,66,1.56,110.34,89.6,8.05
415,banapur,0,IN,1525168058,79,19.78,85.18,89.07,14.23
416,turukhansk,8,RU,1525168058,100,65.8,87.96,18.42,15.9
417,taihe,56,CN,1525168059,78,26.8,114.92,82.5,7.4
418,puerto del rosario,40,ES,1525167000,63,28.5,-13.86,66.2,16.11
419,bell ville,92,AR,1525168060,99,-32.63,-62.69,58.83,10.65
420,jalingo,12,NG,1525168060,47,10.3,10.93,93.84,11.65
421,havre-saint-pierre,90,CA,1525167120,93,50.23,-63.6,35.6,8.05
422,muravlenko,0,RU,1525168061,100,63.79,74.5,20.13,7.63
423,ocos,75,GT,1525164000,94,14.51,-92.19,77.0,1.92
424,campo formoso,92,BR,1525168062,95,-10.51,-40.32,69.99,6.17
425,marsh harbour,64,BS,1525168062,100,26.54,-77.06,75.21,17.47
426,usinsk,56,RU,1525168063,92,66.0,57.56,31.56,16.24
427,puerto el triunfo,20,SV,1525164600,74,13.27,-88.55,80.6,8.05
428,vila,40,IT,1525164600,48,45.18,8.4,62.6,5.82
429,nanakuli,1,US,1525165020,88,21.39,-158.15,69.8,4.7
430,kununurra,8,AU,1525165200,29,-15.77,128.74,89.6,3.15
431,dunedin,24,NZ,1525167506,97,-45.87,170.5,44.61,9.42
432,nisia floresta,75,BR,1525165200,94,-6.09,-35.21,75.2,5.82
433,isla mujeres,40,MX,1525164000,94,21.23,-86.73,77.0,3.36
434,bud,75,NO,1525166400,46,62.91,6.91,53.6,14.99
435,meulaboh,92,ID,1525168067,100,4.14,96.13,83.04,2.15
436,rupert,1,US,1525164780,74,42.62,-113.68,39.2,9.17
437,port moresby,75,PG,1525165200,94,-9.47,147.16,77.0,8.05
438,waipawa,76,NZ,1525167622,92,-39.94,176.59,55.05,7.4
439,bloomingdale,1,US,1525167300,54,41.96,-88.08,64.4,8.05
440,aksarka,48,RU,1525167883,100,66.56,67.8,28.05,16.02
441,quixere,68,BR,1525168069,100,-5.07,-37.99,71.79,4.94
442,aparecida do taboado,80,BR,1525168069,64,-20.08,-51.1,77.01,4.61
443,sassandra,36,CI,1525168069,98,4.95,-6.09,81.6,7.18
444,salinopolis,92,BR,1525168070,100,-0.61,-47.36,74.67,7.96
445,praia,0,BR,1525165200,87,-20.25,-43.81,59.0,4.7
446,poum,20,MK,1525165200,77,41.28,20.71,60.8,5.82
447,bella union,88,CO,1525168071,97,8.5,-73.35,64.95,0.69
448,pionerskiy,88,RU,1525168071,57,61.2,62.86,45.69,5.39
449,fredericton,90,CA,1525165200,100,45.97,-66.65,39.2,3.36
450,port augusta,56,AU,1525165200,34,-32.49,137.76,68.0,5.82
451,luyang,40,CN,1525165200,88,31.88,117.26,71.6,4.47
452,muisne,88,EC,1525168073,99,0.61,-80.02,71.16,2.82
453,bongaree,0,AU,1525165200,52,-27.08,153.16,69.8,8.05
454,zwettl,44,AT,1525168074,51,48.6,15.17,59.01,6.06
455,buchanan,75,LR,1525165200,83,5.88,-10.05,82.4,4.5
456,khorramabad,40,IR,1525165200,43,33.48,48.35,71.6,4.7
457,kuytun,24,RU,1525168075,34,54.34,101.51,64.23,8.3
458,buin,0,CL,1525165200,86,-33.73,-70.74,41.0,4.7
459,nemuro,75,JP,1525165200,86,43.32,145.57,41.0,10.29
460,hamilton,75,CA,1525165200,60,43.26,-79.87,48.2,6.93
461,taoudenni,20,ML,1525168077,18,22.68,-3.98,75.66,12.44
462,saverne,75,FR,1525166400,57,48.74,7.36,51.8,6.93
463,toccoa,1,US,1525167300,93,34.58,-83.33,51.8,2.48
464,saint-andre-avellin,20,CA,1525165200,100,45.72,-75.07,37.4,4.7
465,ipira,8,BR,1525168078,95,-27.41,-51.77,58.11,2.71
466,louth,20,GB,1525166400,54,53.37,0.0,53.6,12.75
467,vysokogornyy,68,RU,1525168079,46,50.1,139.13,38.58,3.94
468,port macquarie,8,AU,1525165200,87,-31.43,152.91,60.8,5.73
469,sao joao da barra,0,BR,1525166100,93,-21.64,-41.05,66.2,6.93
470,severo-yeniseyskiy,92,RU,1525167716,98,60.37,93.04,46.41,4.61
471,mandan,75,US,1525166100,100,46.83,-100.89,39.2,12.75
472,prata,32,BR,1525168081,66,-19.31,-48.92,67.38,2.93
473,concordia,80,AR,1525168081,100,-31.4,-58.02,64.68,15.12
474,mount gambier,68,AU,1525168081,51,-37.83,140.78,60.9,6.06
475,santa lucia,40,IT,1525164900,87,39.93,9.66,53.6,11.41
476,caravelas,80,BR,1525168083,100,-17.73,-39.27,77.64,7.18
477,kainantu,100,PG,1525168083,96,-6.29,145.87,66.12,0.81
478,erzin,40,TR,1525164600,39,36.95,36.2,86.0,12.75
479,noshiro,75,JP,1525165200,82,40.21,140.05,60.8,4.7
480,srikakulam,24,IN,1525168084,97,18.29,83.89,85.2,18.92
481,huilong,88,CN,1525168085,92,28.89,110.18,73.32,2.37
482,sangar,64,RU,1525168085,48,63.92,127.47,40.74,3.6
483,bhairab bazar,40,BD,1525167000,62,24.06,90.98,89.6,8.05
484,san cosme y damian,0,PY,1525165200,88,-27.32,-56.35,73.4,4.7
485,shaoyang,56,CN,1525168086,80,27.23,111.45,80.34,3.04
486,grants,1,US,1525166100,28,35.15,-107.85,44.6,4.7
487,lander,90,US,1525166700,100,42.83,-108.73,33.8,3.36
488,ust-ishim,24,RU,1525168089,51,57.69,71.17,42.54,7.18
489,beatrice,1,US,1525166100,68,40.27,-96.75,68.0,16.11
490,del rio,90,US,1525164900,83,29.36,-100.9,71.6,18.34
491,waitati,24,NZ,1525168090,97,-45.75,170.57,44.61,9.42
492,paso de los toros,92,UY,1525168090,80,-32.81,-56.52,56.49,10.65
493,bedele,56,ET,1525168091,42,8.46,36.35,80.7,3.94
494,yar-sale,64,RU,1525167663,97,66.83,70.83,25.53,20.49
495,huambo,0,AO,1525168091,48,-12.78,15.73,74.94,5.84
496,yeniseysk,92,RU,1525168092,83,58.45,92.17,53.43,6.06
497,west point,1,US,1525166100,93,33.61,-88.65,53.6,6.29
498,simao,24,CN,1525168092,86,22.76,100.79,71.79,1.92
499,polunochnoye,48,RU,1525168093,58,60.87,60.43,48.66,8.41
500,kuala terengganu,75,MY,1525165200,78,5.33,103.14,80.6,8.05
501,touho,24,NC,1525168093,65,-20.78,165.23,69.54,8.97
502,avera,1,US,1525165800,93,33.19,-82.53,57.2,3.38
503,wuwei,0,CN,1525168094,41,37.93,102.64,56.76,9.42
504,quatre cocos,75,MU,1525165200,65,-20.21,57.76,82.4,13.87
505,hokitika,0,NZ,1525168095,100,-42.72,170.96,52.8,2.71
506,seymchan,0,RU,1525168095,80,62.93,152.39,23.64,2.59
507,jutai,92,BR,1525168096,100,-1.71,-47.89,72.24,0.58
508,chaohu,40,CN,1525165200,88,31.63,117.88,71.6,4.47
509,dafeng,64,CN,1525168096,96,33.2,120.46,67.83,8.86
510,orsha,0,BY,1525165200,38,54.51,30.43,75.2,15.66
511,svetlaya,76,RU,1525168097,63,46.54,138.33,49.2,4.38
512,yeppoon,48,AU,1525165200,64,-23.13,150.74,71.6,8.05
513,caraballeda,20,VE,1525165200,83,10.61,-66.85,75.2,11.1
514,mount isa,40,AU,1525165200,38,-20.73,139.49,77.0,5.82
515,sao francisco do sul,75,BR,1525165200,83,-26.24,-48.64,75.2,4.7
516,los llanos de aridane,20,ES,1525167000,60,28.66,-17.92,68.0,13.87
517,chifeng,80,CN,1525167643,54,42.27,118.96,52.71,7.63
518,san patricio,0,PY,1525168100,87,-26.98,-56.83,69.54,2.48
519,planeta rica,76,CO,1525168100,90,8.41,-75.58,76.02,4.83
520,kimbe,32,PG,1525168101,100,-5.56,150.15,81.33,7.18
521,jiwani,44,PK,1525168101,42,25.05,61.74,98.34,16.69
522,kaitangata,0,NZ,1525167608,87,-46.28,169.85,43.62,9.75
523,belmonte,0,PT,1525168102,87,40.36,-7.35,49.38,6.17
524,alghero,75,IT,1525164600,100,40.56,8.32,53.6,3.36
525,lucapa,20,AO,1525168103,76,-8.42,20.74,80.97,3.94
526,maningrida,32,AU,1525167594,66,-12.05,134.23,85.2,13.0
527,luba,32,PH,1525168104,75,17.32,120.7,82.86,2.93
528,nikki,12,BJ,1525168105,72,9.94,3.21,86.1,13.56
529,zhangye,0,CN,1525168105,67,38.94,100.46,60.36,4.16
530,eseka,76,CM,1525168106,90,3.65,10.77,79.98,3.49
531,kaeo,24,NZ,1525167618,92,-35.1,173.78,59.73,11.54
532,paracuru,40,BR,1525165200,94,-3.41,-39.03,77.0,8.05
533,mogadishu,40,SO,1525165200,79,2.04,45.34,86.0,13.87
534,vestmannaeyjar,75,IS,1525165200,100,63.44,-20.27,33.8,13.87
535,pokhara,76,NP,1525168107,93,28.21,83.99,60.99,1.92
536,luderitz,12,NA,1525168108,94,-26.65,15.16,67.74,2.93
537,kabanjahe,88,ID,1525168108,97,3.1,98.49,72.6,2.26
538,college,90,US,1525165080,80,64.86,-147.8,37.4,5.73
539,kieta,68,PG,1525167614,100,-6.22,155.63,76.38,2.82
540,volkhov,100,RU,1525168109,71,59.92,32.34,50.1,9.64
541,husavik,92,CA,1525168110,81,50.56,-96.99,36.96,14.79
542,corvallis,90,US,1525166100,87,44.56,-123.26,48.2,4.7
543,ahwa,0,IN,1525168111,31,20.76,73.69,100.5,13.22
544,makushino,8,RU,1525168111,57,55.21,67.25,50.28,4.27
545,tayoltita,0,MX,1525168111,45,24.11,-105.93,66.84,2.37
546,gao,0,ML,1525168112,15,16.28,-0.04,95.01,11.88
547,channel-port aux basques,88,CA,1525168112,92,47.57,-59.14,35.34,18.48
548,buraydah,40,SA,1525165200,34,26.33,43.97,93.2,16.11
549,cap-aux-meules,90,CA,1525166280,100,47.38,-61.86,35.6,3.36
550,sandwick,40,GB,1525164600,75,54.57,-2.89,46.4,17.22
551,coahuayana,88,MX,1525167717,75,18.62,-100.35,63.33,2.04
552,mookane,0,BW,1525168115,64,-23.68,26.66,68.73,11.21
553,houma,8,CN,1525167655,45,35.63,111.36,72.69,8.86
554,harnosand,90,SE,1525166400,70,62.63,17.94,42.8,14.99
555,manokwari,56,ID,1525167683,97,-0.87,134.08,83.67,2.93
556,guiratinga,0,BR,1525168116,79,-16.35,-53.76,70.71,3.38
557,hami,0,CN,1525167702,18,42.84,93.51,81.51,5.17
558,nadym,8,RU,1525168116,91,65.53,72.51,23.46,11.65
559,pathein,56,MM,1525168117,100,16.78,94.73,79.26,4.38
560,sorland,20,NO,1525162800,56,67.67,12.69,42.8,19.46
561,cianorte,0,BR,1525165200,72,-23.66,-52.61,68.0,2.24
562,oussouye,0,SN,1525165200,65,12.49,-16.54,77.0,6.93
